token,"editor name","default name","name variants",easting,southing,"node uid","search radius","distance offset"
tx_i20xi10,"TX I-20 x I10","Jct I-10",,-38489.09,43083.13,4315035342980448259,-1,0
tx_i30xus259,"TX I-30 x US-259","Jct I-30","Jct US-259",5597.81,32441.39,,75,0
tx_jasper,"TX Jasper",Jasper,,9830.98,44737.40,4919417952958218240,-1,0
tx_junction,"TX Junction",Junction,,-19076.36,47915.95,4451893480613675010,-1,0
tx_killeen,"TX Killeen",Killeen,,-7920.04,44491.69,4396433184738705495,-1,1
tx_kountze,"TX Kountze",Kountze,,7921.11,46630.05,4298765560763720660,-1,0
tx_lagrange,"TX La Grange","La Grange",,-4412.34,51000.32,4444470163506340190,-1,0
tx_lapryor,"TX La Pryor","La Pryor",,-19305.67,57491.00,4347455252864630786,-1,0
tx_lamesa,"TX Lamesa",Lamesa,,-27705.53,34641.88,4418891348389134336,-1,0
tx_lampasas,"TX Lampasas",Lampasas,,-10483.00,44927.48,3928777580282445834,-1,0
tx_laredo,"TX Laredo",Laredo,,-18217.66,65682.33,4525944935955496962,-1,0
tx_lariat,"TX Lariat",Lariat,,-30301.99,25850.43,4877688343064483014,-1,0
tx_lindale,"TX Lindale",Lindale,,2871.77,36108.84,4817249957135974878,-1,0
tx_livingsto,"TX Livingston",Livingston,,5881.68,46157.58,4892188460259026932,-1,0
tx_lonestar,"TX Lone Star","Lone Star",,6581.82,33415.93,5331526560200328456,-1,0
tx_longvie80,"TX Longview US-80",Longview,"Longview, TX",,,4043251547940061184,-1,0
tx_lubbi27,"TX Lubbock I-27",Lubbock,,-26820.27,29879.54,,25,0
tx_lubbus62,"TX Lubbock US-62",Lubbock,,-27407.39,29328.91,,25,1
tx_lufkin,"TX Lufkin",Lufkin,,5746.93,42338.79,,1300,2
tx_lumberton,"TX Lumberton",Lumberton,,8105.38,48148.84,4298765561443199644,-1,0
tx_marathon,"TX Marathon",Marathon,,-34725.07,48483.91,5166868784564933614,-1,0
tx_marfa,"TX Marfa",Marfa,,-39156.63,47886.25,4035616781892322007,-1,0
tx_marquez,"TX Marquez",Marquez,,-2165.16,43823.70,4935126641523098219,-1,0
tx_marshall,"TX Marshall",Marshall,,7945.85,36104.68,4431046756060037180,-1,5
tx_mcallen,"TX McAllen",McAllen,,-13038.47,70947.25,4904510103699343733,-1,0
tx_mccamey,"TX McCamey",McCamey,,-29761.04,43678.51,3242252483053027330,-1,0
tx_mineola,"TX Mineola",Mineola,Mineola,2828.62,34215.13,4345175207556743206,-1,-16
tx_newboston,"TX New Boston","New Boston",,7308.77,31071.44,5514183065146043734,-1,1
tx_odessnth,"TX Odessa North",Odessa,,-30493.09,37772.13,5015850585329565808,-1,7
tx_odessth,"TX Odessa Sth",Odessa,,-29875.69,40101.21,4552471014786596864,-1,1
tx_orla,"TX Orla",Orla,,-37592.19,39168.58,4839055111890211185,-1,0
tx_palacios,"TX Palacios",Palacios,,-552.90,58151.61,4384868641343275008,-1,0
tx_paris,"TX Paris",Paris,,2250.33,29366.01,,50,0
tx_pecos,"TX Pecos",Pecos,,-35889.85,41107.77,4623288858110068280,-1,0
tx_plainview,"TX Plainview",Plainview,,-26681.48,25827.98,4479574443149819906,-1,1
tx_portlavac,"TX Port Lavaca","Port Lavaca",,-3447.97,58802.80,4834478792243871748,-1,0
tx_powell,"TX Powell",Powell,,-585.96,37990.45,4157717959828766722,-1,0
tx_riviera,"TX Riviera",Riviera,,-9737.99,65083.88,5087886050848739147,-1,0
tx_roma,"TX Roma",Roma,,-16106.77,69969.28,4353759025262428163,-1,0
tx_stjo,"TX Saint Jo","Saint Jo",,-7086.02,29354.25,4711207730045526098,-1,0
tx_sanangelo,"TX San Angelo","San Angelo",,-20800.66,42425.04,4047570103533568003,-1,0
tx_sananti10,"TX San Antonio I-10","San Antonio",,-13462.34,54695.44,,30,-3
tx_sanderson,"TX Sanderson",Sanderson,,-30821.37,49531.04,4442375178660085760,-1,0
tx_schulenbe,"TX Schulenberg",Schulenberg,,-4579.62,52719.01,4908722333926031360,-1,0
tx_seminole,"TX Seminole",Seminole,,-31156.50,34515.35,4326672746133782532,-1,0
tx_seymour,"TX Seymour",Seymour,,-15364.72,30854.61,4172853492699561987,-1,0
tx_shamrock,"TX Shamrock",Shamrock,,-20007.87,20650.13,5386790747193081858,-1,0
tx_sherman,"TX Sherman",Sherman,,-3056.50,29917.12,,75,0
tx_sonora,"TX Sonora",Sonora,,-22468.59,47687.26,4841894272915865602,-1,0
tx_stephenvi,"TX Stephenville",Stephenville,,-10459.27,38251.52,4271664113344255141,-1,1
tx_sutherlan,"TX Sutherland Springs","Sutherland Spgs",,-8852.58,55648.81,4512302160291499283,-1,0
tx_tenaha,"TX Tenaha",Tenaha,,8144.12,39163.67,4298816688566114074,-1,0
tx_tyler,"TX Tyler",Tyler,,3296.44,37510.01,,750,2
tx_us69xus82,"TX US-69 x US-82","Jct US-69","Jct US-82",-1703.56,30121.32,,20,0
tx_us77xtx7,"TX US-77 x TX-7","Jct US-77",,-4689.44,44160.07,4444472294296658726,-1,0
tx_us83xtx41,"TX US-83 x TX-41","Jct TX-41",,-18017.84,49983.54,4096496223226376277,-1,0
tx_uvalde,"TX Uvalde",Uvalde,,-18804.22,55118.18,4096496222622391585,-1,0
tx_valentine,"TX Valentine",Valentine,,-41288.03,45771.88,4037257851805892610,-1,0
tx_vanhorn,"TX Van Horn","Van Horn",,-42650.80,43176.00,4836233630181294084,-1,0
tx_victoria,"TX Victoria",Victoria,,-4938.62,57248.61,,1300,3
tx_waco,"TX Waco",Waco,,-5566.13,42346.45,,100,0
tx_west,"TX West",West,,-5126.64,39536.76,4993098720306987126,-1,1
tx_wichitafa,"TX Wichita Falls","Wichita Falls",,-11698.13,28973.11,,100,0
tx_winnie,"TX Winnie",Winnie,,7959.71,52079.66,5033416797975288587,-1,0
tx_woodville,"TX Woodville",Woodville,,7731.56,45699.33,4298765559601901732,-1,0
ut_bluff,"UT Bluff",Bluff,,-60086.71,4800.88,3275777449497853955,-1,0
ut_cedarcity,"UT Cedar City","Cedar City",,-74090.55,-1051.78,2943122648576622595,-1,0
ut_delta,"UT Delta",Delta,,-71296.23,-9143.53,3045651967973460259,-1,0
ut_duchense,"UT Duchense",Duchense,,-61154.89,-12352.96,3392061560947943011,-1,0
ut_flaminggo,"UT Flaming Gorge","Flaming Gorge",,-56851.38,-15156.62,4205244539290603946,-1,0
ut_ftduchesn,"UT Fort Duchesne","Fort Duchesne",,-58746.30,-12517.21,3226695975708262400,-1,0
ut_gardencit,"UT Garden City","Garden City",,-63513.77,-22074.94,4205244539563222283,-1,0
ut_hebercity,"UT Heber City","Heber City",,-65025.12,-14227.98,3392061561560307524,-1,0
ut_holden,"UT Holden",Holden,,-70211.22,-7547.12,3045651971412788768,-1,5
ut_hurricane,"UT Hurricane",Hurricane,,-75905.41,1995.72,3399009682362269700,-1,0
ut_i15xi70,"UT I-15 x I-70",Jct,"Jct I-15",-72723.09,-4462.96,,30,0
ut_i15xi80n,"UT I-15 x I-80 North",Jct,,-67113.05,-16769.45,3085629285151998211,55,0
ut_i25i80s,"UT I-15 x I-80 South",Jct,,-67143.89,-15821.73,3085629285261050040,100,0
ut_i15xi84s,"UT I-15 x I-84 Sth",Jct,,-67158.95,-19037.64,3381197304999978222,-1,0
ut_i15ut26,"UT I-15 x UT-26",Jct,,-67254.13,-18402.58,3381197302693109410,-1,0
ut_i70xus191,"UT I-70 x US-191","Crescent Jct",,-59824.61,-4701.48,,40,0
ut_i70xus6,"UT I-70 x US-6",Jct,,-61565.53,-5220.95,,50,0
ut_i80xi84,"UT I-80 x I-84",Jct,,-64462.47,-17367.78,3298176051230016197,100,0
ut_i80xus40,"UT I-80 x US-40",Jct,,-65274.22,-16064.45,,50,0
ut_kanab,"UT Kanab",Kanab,,-73245.81,4120.69,2993750107902509056,-1,0
ut_knolls,"UT Knolls",Knolls,,-71855.41,-16923.82,3173199441620841527,-1,0
ut_laketown,"UT Laketown",Laketown,,-63040.98,-20546.90,4205244538460120525,-1,1
ut_logan,"UT Logan",Logan,,-65492.51,-21596.35,3033945487050276866,-1,0
ut_mexicanha,"UT Mexican Hat","Mexican Hat",,-61859.48,5015.46,3244885003952062464,-1,0
ut_moab,"UT Moab",Moab,,-58944.69,-2444.32,2955186267392704512,-1,0
ut_modena,"UT Modena",Modena,,-79377.35,-2354.28,3746483188283411372,-1,0
ut_monticell,"UT Monticello",Monticello,,-58654.86,1676.68,2944969983799006469,-1,0
ut_monumentv,"UT Monument Valley","Monument Valley","Utah State Line",-63435.93,6033.28,3434500941230768130,-1,0
ut_ogden,"UT Ogden",Ogden,,-66533.23,-18873.14,3381197301640342317,-1,0
ut_panguitch,"UT Panguitch",Panguitch,,-72460.77,166.87,3090426505639034883,-1,0
ut_parkcity,"UT Park City","Park City",,-64959.15,-15506.90,3392061562344641593,25,2
ut_price,"UT Price",Price,,-62729.59,-9067.46,3045475603509090652,-1,0
ut_provo,"UT Provo",Provo,,-66480.64,-12962.55,3293561346834505589,-1,0
ut_richfield,"UT Richfield",Richfield,,-69856.58,-5131.53,3243156076527812646,-1,2
ut_salina,"UT Salina",Salina,,-68259.94,-7095.98,2929906725027250840,-1,0
ut_slc2,"UT Salt Lake City Nth and East","Salt Lake City","Salt Lake",-67117.85,-16705.17,,40,3
ut_slc,"UT Salt Lake City Sth and West","Salt Lake City","Salt Lake",-66833.61,-15762.96,3085629285013586154,40,4
ut_scipio,"UT Scipio",Scipio,,-69197.25,-8202.21,3214850797407240192,-1,0
ut_spanishfo,"UT Spanish Fork","Spanish Fork",,-66963.58,-11463.03,3293561347346212471,-1,0
ut_stgeorge,"UT St George","St George",,-78318.16,1795.46,3131873350860800016,-1,0
ut_tremonton,"UT Tremonton",Tremonton,,-67440.67,-22250.32,3755522069581856771,-1,0
ut_vernal,"UT Vernal",Vernal,,-57255.17,-12964.59,2932915227975614464,-1,0
wa_aberdeen,"WA Aberdeen",Aberdeen,,-105888.50,-61335.76,3028111548923183106,-1,0
wa_bellingha,"WA Bellingham",Bellingham,,-97957.27,-70012.76,2880602647231268401,-1,0
wa_burlingto,"WA Burlington",Burlington,,-97850.09,-67870.80,2880602646161720325,-1,0
wa_clarkston,"WA Clarkston",Clarkston,,-82088.20,-51838.70,3675691530028833081,-1,0
wa_colville,"WA Colville",Colville,,-81859.44,-64068.40,2953742399807684610,-1,0
wa_couleecit,"WA Coulee City","Coulee City",,-88085.02,-60187.39,3347157005681168042,-1,1
wa_coupevill,"WA Coupeville",Coupeville,,-99139.09,-67142.63,3075514604730777600,-1,0
wa_coupferry,"WA Coupeville Ferry","Coupeville Ferry",,-99528.83,-66736.67,2983523376674439168,-1,0
wa_dayton,"WA Dayton",Dayton,,-84698.78,-52069.77,3783691830693724163,-1,0
wa_deception,"WA Deception Pass","Deception Pass",,-98861.77,-67598.49,2880602646115583827,-1,0
wa_diablo,"WA Diablo",Diablo,,-94071.39,-67967.53,3079810566609502210,-1,2
wa_discobay,"WA Discovery Bay","Discovery Bay",,-101550.10,-65770.14,2880603212812190066,-1,0
wa_ellensbur,"WA Ellensburg",Ellensburg,,-94100.52,-58638.75,2880605154489733080,-1,0
wa_everett,"WA Everett",Everett,,-98718.61,-65505.66,2880602098834413325,-1,0
wa_forks,"WA Forks",Forks,,-106223.40,-66669.24,3179442707735838748,-1,0
wa_goldendal,"WA Goldendale",Goldendale,,-95680.41,-52587.50,3286088687008022531,-1,1
wa_grandcoul,"WA Grand Coulee Dam","Grand Coulee Dam",,-87065.41,-62056.99,3347157006163511866,-1,0
wa_hoquiam,"WA Hoquiam",Hoquiam,,-106312.80,-61659.99,3174841151187517440,-1,0
wa_i5xus12,"WA I-5 x US-12",Jct,,-103420.00,-58038.37,3245420434812113892,-1,0
wa_i90wus395,"WA I-90E x US-395","Jct US-395",,-85668.43,-56547.09,2880605153965444616,-1,0
wa_i90eus395,"WA I-90W x US-395","Jct  ",,-85657.06,-56580.07,2880605156305866217,-1,0
wa_kalaloch,"WA Kalaloch",Kalaloch,,-106729.10,-64979.81,3191582725270994944,-1,0
wa_kennewick,"WA Kennewick",Kennewick,,-90096.95,-52284.01,2880608074463514555,-1,0
wa_longview,"WA Longview",Longview,,-103900.60,-57028.86,3245420434879223521,-1,0
wa_moseslake,"WA Moses Lake","Moses Lake",,-88267.89,-56917.88,3289434604607504534,20,3
wa_naches,"WA Naches",Naches,,-94996.81,-56623.68,3232686578082709506,-1,0
wa_newhalem,"WA Newhalem",Newhalem,,-95090.08,-67294.90,3100442146436612096,-1,0
wa_okanogan,"WA Okanogan",Okanogan,,-88540.98,-64545.98,2986560864482033664,-1,0
wa_olympia,"WA Olympia",Olympia,,-102561.00,-60818.66,2893026370954395651,-1,0
wa_omak,"WA Omak",Omak,,-88153.34,-64740.48,3324815771737587714,-1,0
wa_orondo,"WA Orondo",Orondo,,-91670.06,-61314.11,3087403535529935480,-1,0
wa_ptangeles,"WA Port Angeles","Port Angeles",,-103100.10,-66917.61,3960138589883006980,-1,0
wa_porttowns,"WA Port Townsend","Port Townsend",,-100716.40,-66251.77,3262838465608680330,-1,0
wa_potlatch,"WA Potlatch",Potlatch,,-101436.60,-64101.93,3263844572112158735,-1,0
wa_ritzvill2,"WA Ritzville I-90E",Ritzville,,-86198.63,-56618.09,2880605157073423984,-1,5
wa_ritzville,"WA Ritzville I-90W",Ritzville,,-85241.20,-56902.68,2989904945127686294,-1,5
wa_seattle,"WA Seattle",Seattle,,-99598.88,-63665.07,2993995419157331975,30,0
wa_snoquales,"WA Snoqualmie Pass I-90E","Snoqualmie Pass",,-95345.70,-61287.59,3212744287943199201,-1,0
wa_snoqualwe,"WA Snoqualmie Pass I-90W","Snoqualmie Pass",,-95281.18,-61283.56,3212744287091755575,-1,0
wa_spokane,"WA Spokane",Spokane,,-81024.11,-58732.61,3119947895680401408,-1,0
wa_stevenspa,"WA Stevens Pass","Stevens Pass",,-95348.72,-63426.71,3245331030185678511,-1,0
wa_tacoma,"WA Tacoma",Tacoma,,-101256.60,-60389.35,2892684336880091193,0,2
wa_tonasket,"WA Tonasket",Tonasket,,-87285.05,-66259.62,3078285731853762808,-1,0
wa_uniongap,"WA Union Gap","Union Gap",,-94300.91,-55098.58,2923858482279677954,-1,0
wa_us101xwa8,"WA US-101 x WA-8",Jct,,-103534.50,-61408.91,2955155601372676098,-1,-3
wa_us12wa127,"WA US-12 x WA-127","Jct WA-127",,-84073.78,-52752.95,3807236912134750209,-1,0
wa_us2xus97,"WA US-2 x US-97",Jct,,-93525.88,-61349.59,3102207909561040898,50,0
wa_us395wa20,"WA US-395 x WA-20",Jct,,-83204.39,-64791.48,2976210353266163714,-1,0
wa_us97wa14e,"WA US-97 x WA-14 East",Jct,,-95313.79,-51919.34,2631966080394264576,-1,0
wa_us97wa14w,"WA US-97 x WA-14 West",Jct,,-95535.69,-52056.95,2633180627729842179,-1,0
wa_vancouver,"WA Vancouver",Vancouver,,-103667.50,-55854.21,2685418650248282258,-1,0
wa_waitsburg,"WA Waitsburg",Waitsburg,,-85973.88,-51762.92,3675691527084433932,-1,0
wa_wallula,"WA Wallula Jct","Wallula Jct",,-87728.98,-50872.82,3854852242583322763,-1,0
wa_wenatchee,"WA Wenatchee",Wenatchee,,-92612.39,-59366.98,3057351307989549058,-1,0
wa_whitepass,"WA White Pass","White Pass",,-97645.94,-57267.55,3308023668868977307,-1,0
wa_yakima,"WA Yakima",Yakima,,-94467.79,-55614.82,2923851027072090218,-1,0
wy_alpine,"WY Alpine",Alpine,,-62019.88,-28395.93,4205244518889508588,-1,0
wy_alpinejct,"WY Alpine Jct","Alpine Jct",,-61905.62,-28837.14,4205244522802793605,-1,0
wy_baggs,"WY Baggs",Baggs,,-49477.94,-15422.11,4205244536291682489,-1,0
wy_bill,"WY Bill",Bill,,-37574.06,-25875.75,4205244537730307796,-1,0
wy_buffalo,"WY Buffalo",Buffalo,,-42265.41,-32435.48,4214070782878482432,60,0
wy_casper,"WY Casper",Casper,,-42410.07,-24498.52,4205244537759698143,-1,0
wy_cheyenne,"WY Cheyenne",Cheyenne,Cheyenne,-35518.09,-16523.04,4205244536367204237,-1,0
wy_cody,"WY Cody",Cody,,-51706.56,-36419.49,5003517967373250261,-1,0
wy_crestonjc,"WY Creston Jct","Creston Jct",,-50560.61,-19239.08,4205244536874683467,-1,0
wy_danieljct,"WY Daniel Jct","Daniel Jct",,-57403.10,-26847.61,4205244521225736812,-1,0
wy_douglas,"WY Douglas",Douglas,,-38066.76,-24308.57,4205244537352859211,-1,1
wy_evanst,"WY Evanston",Evanston,,-61599.61,-18898.77,4205244539764551128,-1,0
wy_farson,"WY Farson",Farson,,-54293.58,-23028.50,4205244536266508342,-1,0
wy_frannie,"WY Frannie",Frannie,,-50353.09,-37553.21,4818120169774733360,-1,0
wy_gillette,"WY Gillette",Gillette,,-37933.12,-32241.65,4205244518797278924,-1,0
wy_greybull,"WY Greybull",Greybull,,-48345.28,-34781.50,4205244519942305523,-1,0
wy_hiland,"WY Hiland",Hiland,,-47418.77,-26962.25,4205244520181377361,-1,0
wy_hoback,"WY Hoback Jct","Hoback Jct","Hoback JCT",-60153.48,-29325.48,,20,0
wy_i25xi80,"WY I-25 x I-80",Jct,Cheyenne,-36581.21,-15527.77,,50,0
wy_i90xus14,"WY I-90 x US-14",Jct,"Jct I-90; Jct US 14",-45001.47,-36653.42,,30,0
wy_jackson,"WY Jackson",Jackson,,-58568.06,-30773.88,4205244519220853684,-1,0
wy_kaycee,"WY Kaycee",Kaycee,,-42271.10,-29228.67,4221694966467723268,-1,0
wy_kemmerer,"WY Kemmerer",Kemmerer,,-60561.54,-20819.83,4205244537474459155,-1,3
wy_lakejct,"WY Lake Jct","Lake Jct",,-58000.88,-38161.18,5003517966953814064,-1,0
wy_lander,"WY Lander",Lander,,-52223.73,-25917.02,4205244537440903054,-1,0
wy_laramie,"WY Laramie",Laramie,,-41598.59,-17323.43,4205244537491259449,-1,0
wy_litmerica,"WY Little America","Little America",,-57088.51,-19120.27,4313651644518826774,-1,0
wy_lovell,"WY Lovell",Lovell,"Lovell WY",-49757.32,-36828.27,4818055641913427237,-1,0
wy_medicine,"WY Medicine Bow","Medicine Bow",,-42788.39,-20312.37,4205244539680686863,-1,0
wy_moorcroft,"WY Moorcroft",Moorcroft,,-34248.13,-31994.82,4429202928709533696,-1,0
wy_moranjct,"WY Moran Jct","Moran Jct",,-57840.79,-34314.34,4581915009723924487,-1,0
wy_muddygap,"WY Muddy Gap Jct","Muddy Gap Jct",,-47063.52,-22384.47,4294072243665960963,-1,0
wy_powderriv,"WY Powder River","Powder River",,-44747.30,-25934.45,4205244537642258660,-1,0
wy_rawlins,"WY Rawlins",Rawlins,,-47592.53,-20221.09,4205244536618836264,-1,0
wy_reliance,"WY Reliance",Reliance,,-53831.76,-20852.68,4205244535951935815,-1,5
wy_riverton,"WY Riverton",Riverton,,-50464.98,-27228.32,4205244522031057917,-1,0
wy_rockriver,"WY Rock River","Rock River",,-41966.30,-19536.57,4208174376327184387,-1,0
wy_rocksp,"WY Rock Springs","Rock Springs","Rock Spgs",-53788.77,-18586.40,4205244539017972729,-1,0
wy_sheridan,"WY Sheridan",Sheridan,,-43490.44,-34998.55,4205244520751810946,-1,0
wy_shoshoni,"WY Shoshoni",Shoshoni,,-49093.77,-28823.34,4205244521603244910,-1,0
wy_tetonsth,"WY Teton Sth Entrance",Teton,"Teton Park",-57928.86,-34524.38,4580999149852367579,-1,0
wy_thermo,"WY Thermopolis",Thermopolis,,-48732.08,-31161.61,4205244522735709569,-1,0
wy_us14xalt,"WY US-14 x ALT US-14",Jct,,-46613.46,-35745.87,4205244519170555404,-1,0
wy_us14us310,"WY US-14 x US-310","Jct US-310 WY-789",,-49140.36,-35280.33,4818055642903282436,-1,0
wy_us26x287,"WY US-26 x US-287",Jct,"Jct US-26",-52729.08,-28115.20,4205244521078943990,-1,0
wy_wheatland,"WY Wheatland",Wheatland,,-36319.17,-18735.29,4205244540045607397,-1,2
wy_wright,"WY Wright",Wright,,-38115.29,-29151.45,4205244535964502927,-1,2
wy_220x487,"WY WY-220 x WY-487",Jct,"Jct WY-220",-44256.98,-22688.29,4297046164473249999,-1,0
wy_yellowu14,"WY Yellowsone US-14 Entrance",Yellowstone,,-55412.30,-37430.46,,150,1
wy_yellowsth,"WY Yellowstone Sth Entrance",Yellowstone,"Yellowstone Park",-58462.84,-36739.39,4580999148002677080,-1,0
